tensor_id,tensor_name,tensor_type,size_KB,module_path,event_type,t_start_us,t_end_us,src_name,dest_name
1960,param_5723_5724,WEIGHT,32768.000,model.layers.19.self_attn.q_proj,TRANSFER,667578.875,668889.915,ram,vram0
1960,param_5723_5724,WEIGHT,32768.000,model.layers.19.self_attn.q_proj,TRANSFER,667578.875,668889.915,ram,vram0
1967,param_5743_5744,WEIGHT,8192.000,model.layers.19.self_attn.k_proj,TRANSFER,668954.951,669282.631,ram,vram0
1967,param_5743_5744,WEIGHT,8192.000,model.layers.19.self_attn.k_proj,TRANSFER,668954.951,669282.631,ram,vram0
1974,param_5763_5764,WEIGHT,8192.000,model.layers.19.self_attn.v_proj,TRANSFER,669319.725,669647.405,ram,vram0
1974,param_5763_5764,WEIGHT,8192.000,model.layers.19.self_attn.v_proj,TRANSFER,669319.725,669647.405,ram,vram0
2018,param_5891_5892,WEIGHT,32768.000,model.layers.19.self_attn.o_proj,TRANSFER,669995.303,671306.023,ram,vram0
2018,param_5891_5892,WEIGHT,32768.000,model.layers.19.self_attn.o_proj,TRANSFER,669995.303,671306.023,ram,vram0
2033,param_5935_5936,WEIGHT,114688.000,model.layers.19.mlp.gate_proj,TRANSFER,671394.006,685085.256,ram,vram0
2033,param_5935_5936,WEIGHT,114688.000,model.layers.19.mlp.gate_proj,TRANSFER,671394.006,685085.256,ram,vram0
2039,param_5952_5953,WEIGHT,114688.000,model.layers.19.mlp.up_proj,TRANSFER,671421.375,685145.594,ram,vram0
2039,param_5952_5953,WEIGHT,114688.000,model.layers.19.mlp.up_proj,TRANSFER,671421.375,685145.594,ram,vram0
2026,param_5918_5919,WEIGHT,4.000,model.layers.19.post_attention_layernorm,TRANSFER,671448.779,671449.259,ram,vram0
2026,param_5918_5919,WEIGHT,4.000,model.layers.19.post_attention_layernorm,TRANSFER,671448.779,671449.259,ram,vram0
2031,param_5931_5932,WEIGHT,8.000,model.layers.19.post_attention_layernorm,TRANSFER,671453.770,671454.730,ram,vram0
2031,param_5931_5932,WEIGHT,8.000,model.layers.19.post_attention_layernorm,TRANSFER,671453.770,671454.730,ram,vram0
2045,param_5970_5971,WEIGHT,114688.000,model.layers.19.mlp.down_proj,TRANSFER,671455.959,685162.646,ram,vram0
2045,param_5970_5971,WEIGHT,114688.000,model.layers.19.mlp.down_proj,TRANSFER,671455.959,685162.646,ram,vram0
2061,param_6015_6016,WEIGHT,32768.000,model.layers.20.self_attn.q_proj,TRANSFER,685183.698,687150.258,ram,vram0
2061,param_6015_6016,WEIGHT,32768.000,model.layers.20.self_attn.q_proj,TRANSFER,685183.698,687150.258,ram,vram0
2068,param_6035_6036,WEIGHT,8192.000,model.layers.20.self_attn.k_proj,TRANSFER,685223.072,686184.086,ram,vram0
2068,param_6035_6036,WEIGHT,8192.000,model.layers.20.self_attn.k_proj,TRANSFER,685223.072,686184.086,ram,vram0
2075,param_6055_6056,WEIGHT,8192.000,model.layers.20.self_attn.v_proj,TRANSFER,685268.085,686229.099,ram,vram0
2075,param_6055_6056,WEIGHT,8192.000,model.layers.20.self_attn.v_proj,TRANSFER,685268.085,686229.099,ram,vram0
2054,param_5998_5999,WEIGHT,4.000,model.layers.20.input_layernorm,TRANSFER,685505.642,685506.282,ram,vram0
2054,param_5998_5999,WEIGHT,4.000,model.layers.20.input_layernorm,TRANSFER,685505.642,685506.282,ram,vram0
2059,param_6011_6012,WEIGHT,8.000,model.layers.20.input_layernorm,TRANSFER,685510.986,685512.266,ram,vram0
2059,param_6011_6012,WEIGHT,8.000,model.layers.20.input_layernorm,TRANSFER,685510.986,685512.266,ram,vram0
2119,param_6184_6185,WEIGHT,32768.000,model.layers.20.self_attn.o_proj,TRANSFER,687434.261,688744.981,ram,vram0
2119,param_6184_6185,WEIGHT,32768.000,model.layers.20.self_attn.o_proj,TRANSFER,687434.261,688744.981,ram,vram0
2127,param_6211_6212,WEIGHT,4.000,model.layers.20.post_attention_layernorm,TRANSFER,688830.415,688830.735,ram,vram0
2127,param_6211_6212,WEIGHT,4.000,model.layers.20.post_attention_layernorm,TRANSFER,688830.415,688830.735,ram,vram0
2127,param_6211_6212,WEIGHT,4.000,model.layers.20.post_attention_layernorm,TRANSFER,688830.415,688830.735,ram,vram0
2127,param_6211_6212,WEIGHT,4.000,model.layers.20.post_attention_layernorm,TRANSFER,688830.415,688830.735,ram,vram0
2132,param_6224_6225,WEIGHT,8.000,model.layers.20.post_attention_layernorm,TRANSFER,688853.789,688854.429,ram,vram0
2132,param_6224_6225,WEIGHT,8.000,model.layers.20.post_attention_layernorm,TRANSFER,688853.789,688854.429,ram,vram0
2134,param_6228_6229,WEIGHT,114688.000,model.layers.20.mlp.gate_proj,TRANSFER,688853.789,693441.629,ram,vram0
2134,param_6228_6229,WEIGHT,114688.000,model.layers.20.mlp.gate_proj,TRANSFER,688853.789,693441.629,ram,vram0
2140,param_6246_6247,WEIGHT,114688.000,model.layers.20.mlp.up_proj,TRANSFER,693577.605,698165.125,ram,vram0
2140,param_6246_6247,WEIGHT,114688.000,model.layers.20.mlp.up_proj,TRANSFER,693577.605,698165.125,ram,vram0
2146,param_6264_6265,WEIGHT,114688.000,model.layers.20.mlp.down_proj,TRANSFER,698300.756,702888.276,ram,vram0
2146,param_6264_6265,WEIGHT,114688.000,model.layers.20.mlp.down_proj,TRANSFER,698300.756,702888.276,ram,vram0
2155,param_6292_6293,WEIGHT,4.000,model.layers.21.input_layernorm,TRANSFER,703067.945,703068.265,ram,vram0
2155,param_6292_6293,WEIGHT,4.000,model.layers.21.input_layernorm,TRANSFER,703067.945,703068.265,ram,vram0
2155,param_6292_6293,WEIGHT,4.000,model.layers.21.input_layernorm,TRANSFER,703067.945,703068.265,ram,vram0
2155,param_6292_6293,WEIGHT,4.000,model.layers.21.input_layernorm,TRANSFER,703067.945,703068.265,ram,vram0
2160,param_6305_6306,WEIGHT,8.000,model.layers.21.input_layernorm,TRANSFER,703094.445,703095.085,ram,vram0
2160,param_6305_6306,WEIGHT,8.000,model.layers.21.input_layernorm,TRANSFER,703094.445,703095.085,ram,vram0
2162,param_6309_6310,WEIGHT,32768.000,model.layers.21.self_attn.q_proj,TRANSFER,703094.445,704405.485,ram,vram0
2162,param_6309_6310,WEIGHT,32768.000,model.layers.21.self_attn.q_proj,TRANSFER,703094.445,704405.485,ram,vram0
2169,param_6329_6330,WEIGHT,8192.000,model.layers.21.self_attn.k_proj,TRANSFER,704470.971,704798.651,ram,vram0
2169,param_6329_6330,WEIGHT,8192.000,model.layers.21.self_attn.k_proj,TRANSFER,704470.971,704798.651,ram,vram0
2176,param_6349_6350,WEIGHT,8192.000,model.layers.21.self_attn.v_proj,TRANSFER,704828.258,705155.938,ram,vram0
2176,param_6349_6350,WEIGHT,8192.000,model.layers.21.self_attn.v_proj,TRANSFER,704828.258,705155.938,ram,vram0
2220,param_6476_6477,WEIGHT,32768.000,model.layers.21.self_attn.o_proj,TRANSFER,705470.295,706781.015,ram,vram0
2220,param_6476_6477,WEIGHT,32768.000,model.layers.21.self_attn.o_proj,TRANSFER,705470.295,706781.015,ram,vram0
2228,param_6503_6504,WEIGHT,4.000,model.layers.21.post_attention_layernorm,TRANSFER,706881.657,706881.817,ram,vram0
2228,param_6503_6504,WEIGHT,4.000,model.layers.21.post_attention_layernorm,TRANSFER,706881.657,706881.817,ram,vram0
2233,param_6516_6517,WEIGHT,8.000,model.layers.21.post_attention_layernorm,TRANSFER,706906.627,706907.267,ram,vram0
2233,param_6516_6517,WEIGHT,8.000,model.layers.21.post_attention_layernorm,TRANSFER,706906.627,706907.267,ram,vram0
2235,param_6520_6521,WEIGHT,114688.000,model.layers.21.mlp.gate_proj,TRANSFER,706906.627,711494.467,ram,vram0
2235,param_6520_6521,WEIGHT,114688.000,model.layers.21.mlp.gate_proj,TRANSFER,706906.627,711494.467,ram,vram0
2241,param_6537_6538,WEIGHT,114688.000,model.layers.21.mlp.up_proj,TRANSFER,711632.665,716220.185,ram,vram0
2241,param_6537_6538,WEIGHT,114688.000,model.layers.21.mlp.up_proj,TRANSFER,711632.665,716220.185,ram,vram0
2247,param_6554_6555,WEIGHT,114688.000,model.layers.21.mlp.down_proj,TRANSFER,716354.927,720942.447,ram,vram0
2247,param_6554_6555,WEIGHT,114688.000,model.layers.21.mlp.down_proj,TRANSFER,716354.927,720942.447,ram,vram0
2256,param_6582_6583,WEIGHT,4.000,model.layers.22.input_layernorm,TRANSFER,721120.471,721120.631,ram,vram0
2256,param_6582_6583,WEIGHT,4.000,model.layers.22.input_layernorm,TRANSFER,721120.471,721120.631,ram,vram0
2261,param_6595_6596,WEIGHT,8.000,model.layers.22.input_layernorm,TRANSFER,721155.776,721156.416,ram,vram0
2261,param_6595_6596,WEIGHT,8.000,model.layers.22.input_layernorm,TRANSFER,721155.776,721156.416,ram,vram0
2263,param_6599_6600,WEIGHT,32768.000,model.layers.22.self_attn.q_proj,TRANSFER,721155.776,722466.816,ram,vram0
2263,param_6599_6600,WEIGHT,32768.000,model.layers.22.self_attn.q_proj,TRANSFER,721155.776,722466.816,ram,vram0
2270,param_6619_6620,WEIGHT,8192.000,model.layers.22.self_attn.k_proj,TRANSFER,722519.883,722847.563,ram,vram0
2270,param_6619_6620,WEIGHT,8192.000,model.layers.22.self_attn.k_proj,TRANSFER,722519.883,722847.563,ram,vram0
2277,param_6639_6640,WEIGHT,8192.000,model.layers.22.self_attn.v_proj,TRANSFER,722873.535,723201.215,ram,vram0
2277,param_6639_6640,WEIGHT,8192.000,model.layers.22.self_attn.v_proj,TRANSFER,722873.535,723201.215,ram,vram0
2321,param_6767_6768,WEIGHT,32768.000,model.layers.22.self_attn.o_proj,TRANSFER,723522.494,724833.214,ram,vram0
2321,param_6767_6768,WEIGHT,32768.000,model.layers.22.self_attn.o_proj,TRANSFER,723522.494,724833.214,ram,vram0
2329,param_6794_6795,WEIGHT,4.000,model.layers.22.post_attention_layernorm,TRANSFER,724922.544,724922.704,ram,vram0
2329,param_6794_6795,WEIGHT,4.000,model.layers.22.post_attention_layernorm,TRANSFER,724922.544,724922.704,ram,vram0
2334,param_6807_6808,WEIGHT,8.000,model.layers.22.post_attention_layernorm,TRANSFER,724957.662,724958.302,ram,vram0
2334,param_6807_6808,WEIGHT,8.000,model.layers.22.post_attention_layernorm,TRANSFER,724957.662,724958.302,ram,vram0
2336,param_6811_6812,WEIGHT,114688.000,model.layers.22.mlp.gate_proj,TRANSFER,724957.662,729545.502,ram,vram0
2336,param_6811_6812,WEIGHT,114688.000,model.layers.22.mlp.gate_proj,TRANSFER,724957.662,729545.502,ram,vram0
2342,param_6828_6829,WEIGHT,114688.000,model.layers.22.mlp.up_proj,TRANSFER,729680.934,734268.454,ram,vram0
2342,param_6828_6829,WEIGHT,114688.000,model.layers.22.mlp.up_proj,TRANSFER,729680.934,734268.454,ram,vram0
2348,param_6846_6847,WEIGHT,114688.000,model.layers.22.mlp.down_proj,TRANSFER,734403.576,738991.096,ram,vram0
2348,param_6846_6847,WEIGHT,114688.000,model.layers.22.mlp.down_proj,TRANSFER,734403.576,738991.096,ram,vram0
2357,param_6874_6875,WEIGHT,4.000,model.layers.23.input_layernorm,TRANSFER,739177.235,739177.555,ram,vram0
2357,param_6874_6875,WEIGHT,4.000,model.layers.23.input_layernorm,TRANSFER,739177.235,739177.555,ram,vram0
2357,param_6874_6875,WEIGHT,4.000,model.layers.23.input_layernorm,TRANSFER,739177.235,739177.555,ram,vram0
2357,param_6874_6875,WEIGHT,4.000,model.layers.23.input_layernorm,TRANSFER,739177.235,739177.555,ram,vram0
2362,param_6887_6888,WEIGHT,8.000,model.layers.23.input_layernorm,TRANSFER,739201.951,739202.591,ram,vram0
2362,param_6887_6888,WEIGHT,8.000,model.layers.23.input_layernorm,TRANSFER,739201.951,739202.591,ram,vram0
2364,param_6891_6892,WEIGHT,32768.000,model.layers.23.self_attn.q_proj,TRANSFER,739201.951,740512.991,ram,vram0
2364,param_6891_6892,WEIGHT,32768.000,model.layers.23.self_attn.q_proj,TRANSFER,739201.951,740512.991,ram,vram0
2371,param_6911_6912,WEIGHT,8192.000,model.layers.23.self_attn.k_proj,TRANSFER,740566.535,740894.215,ram,vram0
2371,param_6911_6912,WEIGHT,8192.000,model.layers.23.self_attn.k_proj,TRANSFER,740566.535,740894.215,ram,vram0
2378,param_6931_6932,WEIGHT,8192.000,model.layers.23.self_attn.v_proj,TRANSFER,740933.340,741261.020,ram,vram0
2378,param_6931_6932,WEIGHT,8192.000,model.layers.23.self_attn.v_proj,TRANSFER,740933.340,741261.020,ram,vram0
2422,param_7060_7061,WEIGHT,32768.000,model.layers.23.self_attn.o_proj,TRANSFER,741588.168,742898.888,ram,vram0
2422,param_7060_7061,WEIGHT,32768.000,model.layers.23.self_attn.o_proj,TRANSFER,741588.168,742898.888,ram,vram0
2430,param_7087_7088,WEIGHT,4.000,model.layers.23.post_attention_layernorm,TRANSFER,743004.950,743005.110,ram,vram0
2430,param_7087_7088,WEIGHT,4.000,model.layers.23.post_attention_layernorm,TRANSFER,743004.950,743005.110,ram,vram0
2435,param_7100_7101,WEIGHT,8.000,model.layers.23.post_attention_layernorm,TRANSFER,743030.873,743031.513,ram,vram0
2435,param_7100_7101,WEIGHT,8.000,model.layers.23.post_attention_layernorm,TRANSFER,743030.873,743031.513,ram,vram0
2437,param_7104_7105,WEIGHT,114688.000,model.layers.23.mlp.gate_proj,TRANSFER,743030.873,747618.713,ram,vram0
2437,param_7104_7105,WEIGHT,114688.000,model.layers.23.mlp.gate_proj,TRANSFER,743030.873,747618.713,ram,vram0
2443,param_7122_7123,WEIGHT,114688.000,model.layers.23.mlp.up_proj,TRANSFER,747755.538,752343.058,ram,vram0
2443,param_7122_7123,WEIGHT,114688.000,model.layers.23.mlp.up_proj,TRANSFER,747755.538,752343.058,ram,vram0
2449,param_7140_7141,WEIGHT,114688.000,model.layers.23.mlp.down_proj,TRANSFER,752477.219,757064.739,ram,vram0
2449,param_7140_7141,WEIGHT,114688.000,model.layers.23.mlp.down_proj,TRANSFER,752477.219,757064.739,ram,vram0
2458,param_7168_7169,WEIGHT,4.000,model.layers.24.input_layernorm,TRANSFER,757249.832,757249.992,ram,vram0
2458,param_7168_7169,WEIGHT,4.000,model.layers.24.input_layernorm,TRANSFER,757249.832,757249.992,ram,vram0
2463,param_7181_7182,WEIGHT,8.000,model.layers.24.input_layernorm,TRANSFER,757273.868,757274.508,ram,vram0
2463,param_7181_7182,WEIGHT,8.000,model.layers.24.input_layernorm,TRANSFER,757273.868,757274.508,ram,vram0
2465,param_7185_7186,WEIGHT,32768.000,model.layers.24.self_attn.q_proj,TRANSFER,757273.868,758584.908,ram,vram0
2465,param_7185_7186,WEIGHT,32768.000,model.layers.24.self_attn.q_proj,TRANSFER,757273.868,758584.908,ram,vram0
2472,param_7205_7206,WEIGHT,8192.000,model.layers.24.self_attn.k_proj,TRANSFER,758654.122,758981.802,ram,vram0
2472,param_7205_7206,WEIGHT,8192.000,model.layers.24.self_attn.k_proj,TRANSFER,758654.122,758981.802,ram,vram0
2479,param_7225_7226,WEIGHT,8192.000,model.layers.24.self_attn.v_proj,TRANSFER,759018.437,759346.117,ram,vram0
2479,param_7225_7226,WEIGHT,8192.000,model.layers.24.self_attn.v_proj,TRANSFER,759018.437,759346.117,ram,vram0
2523,param_7352_7353,WEIGHT,32768.000,model.layers.24.self_attn.o_proj,TRANSFER,759695.280,761006.000,ram,vram0
2523,param_7352_7353,WEIGHT,32768.000,model.layers.24.self_attn.o_proj,TRANSFER,759695.280,761006.000,ram,vram0
2531,param_7379_7380,WEIGHT,4.000,model.layers.24.post_attention_layernorm,TRANSFER,761103.339,761103.499,ram,vram0
2531,param_7379_7380,WEIGHT,4.000,model.layers.24.post_attention_layernorm,TRANSFER,761103.339,761103.499,ram,vram0
2536,param_7392_7393,WEIGHT,8.000,model.layers.24.post_attention_layernorm,TRANSFER,761128.330,761128.970,ram,vram0
2536,param_7392_7393,WEIGHT,8.000,model.layers.24.post_attention_layernorm,TRANSFER,761128.330,761128.970,ram,vram0
2538,param_7396_7397,WEIGHT,114688.000,model.layers.24.mlp.gate_proj,TRANSFER,761128.330,765716.170,ram,vram0
2538,param_7396_7397,WEIGHT,114688.000,model.layers.24.mlp.gate_proj,TRANSFER,761128.330,765716.170,ram,vram0
2544,param_7413_7414,WEIGHT,114688.000,model.layers.24.mlp.up_proj,TRANSFER,765851.373,770438.893,ram,vram0
2544,param_7413_7414,WEIGHT,114688.000,model.layers.24.mlp.up_proj,TRANSFER,765851.373,770438.893,ram,vram0
2550,param_7430_7431,WEIGHT,114688.000,model.layers.24.mlp.down_proj,TRANSFER,770571.921,775159.441,ram,vram0
2550,param_7430_7431,WEIGHT,114688.000,model.layers.24.mlp.down_proj,TRANSFER,770571.921,775159.441,ram,vram0
2559,param_7458_7459,WEIGHT,4.000,model.layers.25.input_layernorm,TRANSFER,775336.949,775337.269,ram,vram0
2559,param_7458_7459,WEIGHT,4.000,model.layers.25.input_layernorm,TRANSFER,775336.949,775337.269,ram,vram0
2559,param_7458_7459,WEIGHT,4.000,model.layers.25.input_layernorm,TRANSFER,775336.949,775337.269,ram,vram0
2559,param_7458_7459,WEIGHT,4.000,model.layers.25.input_layernorm,TRANSFER,775336.949,775337.269,ram,vram0
2564,param_7471_7472,WEIGHT,8.000,model.layers.25.input_layernorm,TRANSFER,775360.995,775361.635,ram,vram0
2564,param_7471_7472,WEIGHT,8.000,model.layers.25.input_layernorm,TRANSFER,775360.995,775361.635,ram,vram0
2566,param_7475_7476,WEIGHT,32768.000,model.layers.25.self_attn.q_proj,TRANSFER,775360.995,776672.035,ram,vram0
2566,param_7475_7476,WEIGHT,32768.000,model.layers.25.self_attn.q_proj,TRANSFER,775360.995,776672.035,ram,vram0
2573,param_7495_7496,WEIGHT,8192.000,model.layers.25.self_attn.k_proj,TRANSFER,776730.411,777058.091,ram,vram0
2573,param_7495_7496,WEIGHT,8192.000,model.layers.25.self_attn.k_proj,TRANSFER,776730.411,777058.091,ram,vram0
2580,param_7515_7516,WEIGHT,8192.000,model.layers.25.self_attn.v_proj,TRANSFER,777095.444,777423.124,ram,vram0
2580,param_7515_7516,WEIGHT,8192.000,model.layers.25.self_attn.v_proj,TRANSFER,777095.444,777423.124,ram,vram0
2624,param_7643_7644,WEIGHT,32768.000,model.layers.25.self_attn.o_proj,TRANSFER,777819.342,779130.062,ram,vram0
2624,param_7643_7644,WEIGHT,32768.000,model.layers.25.self_attn.o_proj,TRANSFER,777819.342,779130.062,ram,vram0
2632,param_7670_7671,WEIGHT,4.000,model.layers.25.post_attention_layernorm,TRANSFER,779242.170,779242.490,ram,vram0
2632,param_7670_7671,WEIGHT,4.000,model.layers.25.post_attention_layernorm,TRANSFER,779242.170,779242.490,ram,vram0
2632,param_7670_7671,WEIGHT,4.000,model.layers.25.post_attention_layernorm,TRANSFER,779242.170,779242.490,ram,vram0
2632,param_7670_7671,WEIGHT,4.000,model.layers.25.post_attention_layernorm,TRANSFER,779242.170,779242.490,ram,vram0
2637,param_7683_7684,WEIGHT,8.000,model.layers.25.post_attention_layernorm,TRANSFER,779271.846,779272.486,ram,vram0
2637,param_7683_7684,WEIGHT,8.000,model.layers.25.post_attention_layernorm,TRANSFER,779271.846,779272.486,ram,vram0
2639,param_7687_7688,WEIGHT,114688.000,model.layers.25.mlp.gate_proj,TRANSFER,779271.846,783859.686,ram,vram0
2639,param_7687_7688,WEIGHT,114688.000,model.layers.25.mlp.gate_proj,TRANSFER,779271.846,783859.686,ram,vram0
2645,param_7704_7705,WEIGHT,114688.000,model.layers.25.mlp.up_proj,TRANSFER,783995.776,788583.296,ram,vram0
2645,param_7704_7705,WEIGHT,114688.000,model.layers.25.mlp.up_proj,TRANSFER,783995.776,788583.296,ram,vram0
2651,param_7722_7723,WEIGHT,114688.000,model.layers.25.mlp.down_proj,TRANSFER,788718.508,793306.028,ram,vram0
2651,param_7722_7723,WEIGHT,114688.000,model.layers.25.mlp.down_proj,TRANSFER,788718.508,793306.028,ram,vram0
2660,param_7750_7751,WEIGHT,4.000,model.layers.26.input_layernorm,TRANSFER,793486.351,793486.511,ram,vram0
2660,param_7750_7751,WEIGHT,4.000,model.layers.26.input_layernorm,TRANSFER,793486.351,793486.511,ram,vram0
2665,param_7763_7764,WEIGHT,8.000,model.layers.26.input_layernorm,TRANSFER,793512.676,793513.316,ram,vram0
2665,param_7763_7764,WEIGHT,8.000,model.layers.26.input_layernorm,TRANSFER,793512.676,793513.316,ram,vram0
2667,param_7767_7768,WEIGHT,32768.000,model.layers.26.self_attn.q_proj,TRANSFER,793512.676,794823.716,ram,vram0
2667,param_7767_7768,WEIGHT,32768.000,model.layers.26.self_attn.q_proj,TRANSFER,793512.676,794823.716,ram,vram0
2674,param_7787_7788,WEIGHT,8192.000,model.layers.26.self_attn.k_proj,TRANSFER,794886.817,795214.497,ram,vram0
2674,param_7787_7788,WEIGHT,8192.000,model.layers.26.self_attn.k_proj,TRANSFER,794886.817,795214.497,ram,vram0
2681,param_7807_7808,WEIGHT,8192.000,model.layers.26.self_attn.v_proj,TRANSFER,795244.665,795572.345,ram,vram0
2681,param_7807_7808,WEIGHT,8192.000,model.layers.26.self_attn.v_proj,TRANSFER,795244.665,795572.345,ram,vram0
2725,param_7936_7937,WEIGHT,32768.000,model.layers.26.self_attn.o_proj,TRANSFER,795891.444,797202.164,ram,vram0
2725,param_7936_7937,WEIGHT,32768.000,model.layers.26.self_attn.o_proj,TRANSFER,795891.444,797202.164,ram,vram0
2733,param_7963_7964,WEIGHT,4.000,model.layers.26.post_attention_layernorm,TRANSFER,797301.061,797301.221,ram,vram0
2733,param_7963_7964,WEIGHT,4.000,model.layers.26.post_attention_layernorm,TRANSFER,797301.061,797301.221,ram,vram0
2738,param_7976_7977,WEIGHT,8.000,model.layers.26.post_attention_layernorm,TRANSFER,797346.010,797346.650,ram,vram0
2738,param_7976_7977,WEIGHT,8.000,model.layers.26.post_attention_layernorm,TRANSFER,797346.010,797346.650,ram,vram0
2740,param_7980_7981,WEIGHT,114688.000,model.layers.26.mlp.gate_proj,TRANSFER,797346.010,801933.850,ram,vram0
2740,param_7980_7981,WEIGHT,114688.000,model.layers.26.mlp.gate_proj,TRANSFER,797346.010,801933.850,ram,vram0
2746,param_7998_7999,WEIGHT,114688.000,model.layers.26.mlp.up_proj,TRANSFER,802069.907,806657.427,ram,vram0
2746,param_7998_7999,WEIGHT,114688.000,model.layers.26.mlp.up_proj,TRANSFER,802069.907,806657.427,ram,vram0
2752,param_8016_8017,WEIGHT,114688.000,model.layers.26.mlp.down_proj,TRANSFER,806791.919,811379.439,ram,vram0
2752,param_8016_8017,WEIGHT,114688.000,model.layers.26.mlp.down_proj,TRANSFER,806791.919,811379.439,ram,vram0
2761,param_8044_8045,WEIGHT,4.000,model.layers.27.input_layernorm,TRANSFER,811563.044,811563.364,ram,vram0
2761,param_8044_8045,WEIGHT,4.000,model.layers.27.input_layernorm,TRANSFER,811563.044,811563.364,ram,vram0
2761,param_8044_8045,WEIGHT,4.000,model.layers.27.input_layernorm,TRANSFER,811563.044,811563.364,ram,vram0
2761,param_8044_8045,WEIGHT,4.000,model.layers.27.input_layernorm,TRANSFER,811563.044,811563.364,ram,vram0
2766,param_8057_8058,WEIGHT,8.000,model.layers.27.input_layernorm,TRANSFER,811618.929,811619.569,ram,vram0
2766,param_8057_8058,WEIGHT,8.000,model.layers.27.input_layernorm,TRANSFER,811618.929,811619.569,ram,vram0
2768,param_8061_8062,WEIGHT,32768.000,model.layers.27.self_attn.q_proj,TRANSFER,811618.929,812929.969,ram,vram0
2768,param_8061_8062,WEIGHT,32768.000,model.layers.27.self_attn.q_proj,TRANSFER,811618.929,812929.969,ram,vram0
2775,param_8081_8082,WEIGHT,8192.000,model.layers.27.self_attn.k_proj,TRANSFER,812989.225,813316.905,ram,vram0
2775,param_8081_8082,WEIGHT,8192.000,model.layers.27.self_attn.k_proj,TRANSFER,812989.225,813316.905,ram,vram0
2782,param_8101_8102,WEIGHT,8192.000,model.layers.27.self_attn.v_proj,TRANSFER,813347.601,813675.281,ram,vram0
2782,param_8101_8102,WEIGHT,8192.000,model.layers.27.self_attn.v_proj,TRANSFER,813347.601,813675.281,ram,vram0
2826,param_8228_8229,WEIGHT,32768.000,model.layers.27.self_attn.o_proj,TRANSFER,813990.756,815301.476,ram,vram0
2826,param_8228_8229,WEIGHT,32768.000,model.layers.27.self_attn.o_proj,TRANSFER,813990.756,815301.476,ram,vram0
2834,param_8255_8256,WEIGHT,4.000,model.layers.27.post_attention_layernorm,TRANSFER,815396.066,815396.386,ram,vram0
2834,param_8255_8256,WEIGHT,4.000,model.layers.27.post_attention_layernorm,TRANSFER,815396.066,815396.386,ram,vram0
2834,param_8255_8256,WEIGHT,4.000,model.layers.27.post_attention_layernorm,TRANSFER,815396.066,815396.386,ram,vram0
2834,param_8255_8256,WEIGHT,4.000,model.layers.27.post_attention_layernorm,TRANSFER,815396.066,815396.386,ram,vram0
2839,param_8268_8269,WEIGHT,8.000,model.layers.27.post_attention_layernorm,TRANSFER,815449.635,815450.275,ram,vram0
2839,param_8268_8269,WEIGHT,8.000,model.layers.27.post_attention_layernorm,TRANSFER,815449.635,815450.275,ram,vram0
2841,param_8272_8273,WEIGHT,114688.000,model.layers.27.mlp.gate_proj,TRANSFER,815449.635,820037.475,ram,vram0
2841,param_8272_8273,WEIGHT,114688.000,model.layers.27.mlp.gate_proj,TRANSFER,815449.635,820037.475,ram,vram0
2847,param_8289_8290,WEIGHT,114688.000,model.layers.27.mlp.up_proj,TRANSFER,820175.855,824763.375,ram,vram0
2847,param_8289_8290,WEIGHT,114688.000,model.layers.27.mlp.up_proj,TRANSFER,820175.855,824763.375,ram,vram0
2853,param_8306_8307,WEIGHT,114688.000,model.layers.27.mlp.down_proj,TRANSFER,824897.970,829485.490,ram,vram0
2853,param_8306_8307,WEIGHT,114688.000,model.layers.27.mlp.down_proj,TRANSFER,824897.970,829485.490,ram,vram0
2862,param_8334_8335,WEIGHT,4.000,model.layers.28.input_layernorm,TRANSFER,829682.194,829682.514,ram,vram0
2862,param_8334_8335,WEIGHT,4.000,model.layers.28.input_layernorm,TRANSFER,829682.194,829682.514,ram,vram0
2862,param_8334_8335,WEIGHT,4.000,model.layers.28.input_layernorm,TRANSFER,829682.194,829682.514,ram,vram0
2862,param_8334_8335,WEIGHT,4.000,model.layers.28.input_layernorm,TRANSFER,829682.194,829682.514,ram,vram0
2867,param_8347_8348,WEIGHT,8.000,model.layers.28.input_layernorm,TRANSFER,829705.276,829705.916,ram,vram0
2867,param_8347_8348,WEIGHT,8.000,model.layers.28.input_layernorm,TRANSFER,829705.276,829705.916,ram,vram0
2869,param_8351_8352,WEIGHT,32768.000,model.layers.28.self_attn.q_proj,TRANSFER,829705.276,831016.316,ram,vram0
2869,param_8351_8352,WEIGHT,32768.000,model.layers.28.self_attn.q_proj,TRANSFER,829705.276,831016.316,ram,vram0
2876,param_8371_8372,WEIGHT,8192.000,model.layers.28.self_attn.k_proj,TRANSFER,831079.082,831406.762,ram,vram0
2876,param_8371_8372,WEIGHT,8192.000,model.layers.28.self_attn.k_proj,TRANSFER,831079.082,831406.762,ram,vram0
2883,param_8391_8392,WEIGHT,8192.000,model.layers.28.self_attn.v_proj,TRANSFER,831453.106,831780.786,ram,vram0
2883,param_8391_8392,WEIGHT,8192.000,model.layers.28.self_attn.v_proj,TRANSFER,831453.106,831780.786,ram,vram0
2927,param_8519_8520,WEIGHT,32768.000,model.layers.28.self_attn.o_proj,TRANSFER,832192.423,833503.143,ram,vram0
2927,param_8519_8520,WEIGHT,32768.000,model.layers.28.self_attn.o_proj,TRANSFER,832192.423,833503.143,ram,vram0
