tensor_id,tensor_name,tensor_type,size_KB,module_path,event_type,t_start_us,t_end_us,src_name,dest_name
1332,param_3909_3910,WEIGHT,114688.000,model.layers.12.mlp.up_proj,RELEASE,555031.445,555031.445,,
1338,param_3926_3927,WEIGHT,114688.000,model.layers.12.mlp.down_proj,RELEASE,559753.670,559753.670,,
1347,param_3954_3955,WEIGHT,4.000,model.layers.13.input_layernorm,RELEASE,559818.514,559818.514,,
1352,param_3967_3968,WEIGHT,8.000,model.layers.13.input_layernorm,RELEASE,559843.030,559843.030,,
1354,param_3971_3972,WEIGHT,32768.000,model.layers.13.self_attn.q_proj,RELEASE,561188.982,561188.982,,
1361,param_3991_3992,WEIGHT,8192.000,model.layers.13.self_attn.k_proj,RELEASE,561544.356,561544.356,,
1368,param_4011_4012,WEIGHT,8192.000,model.layers.13.self_attn.v_proj,RELEASE,561908.398,561908.398,,
1412,param_4139_4140,WEIGHT,32768.000,model.layers.13.self_attn.o_proj,RELEASE,563571.533,563571.533,,
1420,param_4166_4167,WEIGHT,4.000,model.layers.13.post_attention_layernorm,RELEASE,563642.135,563642.135,,
1420,param_4166_4167,WEIGHT,4.000,model.layers.13.post_attention_layernorm,RELEASE,563642.135,563642.135,,
1425,param_4179_4180,WEIGHT,8.000,model.layers.13.post_attention_layernorm,RELEASE,563672.171,563672.171,,
1427,param_4183_4184,WEIGHT,114688.000,model.layers.13.mlp.gate_proj,RELEASE,568383.755,568383.755,,
1433,param_4200_4201,WEIGHT,114688.000,model.layers.13.mlp.up_proj,RELEASE,573105.731,573105.731,,
1439,param_4218_4219,WEIGHT,114688.000,model.layers.13.mlp.down_proj,RELEASE,577827.275,577827.275,,
1448,param_4246_4247,WEIGHT,4.000,model.layers.14.input_layernorm,RELEASE,577881.928,577881.928,,
1453,param_4259_4260,WEIGHT,8.000,model.layers.14.input_layernorm,RELEASE,577906.128,577906.128,,
1455,param_4263_4264,WEIGHT,32768.000,model.layers.14.self_attn.q_proj,RELEASE,579252.144,579252.144,,
1462,param_4283_4284,WEIGHT,8192.000,model.layers.14.self_attn.k_proj,RELEASE,579622.185,579622.185,,
1469,param_4303_4304,WEIGHT,8192.000,model.layers.14.self_attn.v_proj,RELEASE,579994.429,579994.429,,
1513,param_4432_4433,WEIGHT,32768.000,model.layers.14.self_attn.o_proj,RELEASE,581683.867,581683.867,,
1521,param_4459_4460,WEIGHT,4.000,model.layers.14.post_attention_layernorm,RELEASE,581742.375,581742.375,,
1526,param_4472_4473,WEIGHT,8.000,model.layers.14.post_attention_layernorm,RELEASE,581768.982,581768.982,,
1528,param_4476_4477,WEIGHT,114688.000,model.layers.14.mlp.gate_proj,RELEASE,586481.014,586481.014,,
1534,param_4494_4495,WEIGHT,114688.000,model.layers.14.mlp.up_proj,RELEASE,591203.355,591203.355,,
1540,param_4512_4513,WEIGHT,114688.000,model.layers.14.mlp.down_proj,RELEASE,595926.835,595926.835,,
1549,param_4540_4541,WEIGHT,4.000,model.layers.15.input_layernorm,RELEASE,595977.044,595977.044,,
1549,param_4540_4541,WEIGHT,4.000,model.layers.15.input_layernorm,RELEASE,595977.044,595977.044,,
1554,param_4553_4554,WEIGHT,8.000,model.layers.15.input_layernorm,RELEASE,596000.157,596000.157,,
1556,param_4557_4558,WEIGHT,32768.000,model.layers.15.self_attn.q_proj,RELEASE,597346.493,597346.493,,
1563,param_4577_4578,WEIGHT,8192.000,model.layers.15.self_attn.k_proj,RELEASE,597711.300,597711.300,,
1570,param_4597_4598,WEIGHT,8192.000,model.layers.15.self_attn.v_proj,RELEASE,598065.750,598065.750,,
1614,param_4724_4725,WEIGHT,32768.000,model.layers.15.self_attn.o_proj,RELEASE,599704.007,599704.007,,
1622,param_4751_4752,WEIGHT,4.000,model.layers.15.post_attention_layernorm,RELEASE,599752.904,599752.904,,
1622,param_4751_4752,WEIGHT,4.000,model.layers.15.post_attention_layernorm,RELEASE,599752.904,599752.904,,
1627,param_4764_4765,WEIGHT,8.000,model.layers.15.post_attention_layernorm,RELEASE,599777.567,599777.567,,
1629,param_4768_4769,WEIGHT,114688.000,model.layers.15.mlp.gate_proj,RELEASE,604488.896,604488.896,,
1635,param_4785_4786,WEIGHT,114688.000,model.layers.15.mlp.up_proj,RELEASE,609211.837,609211.837,,
1641,param_4802_4803,WEIGHT,114688.000,model.layers.15.mlp.down_proj,RELEASE,613937.251,613937.251,,
1650,param_4830_4831,WEIGHT,4.000,model.layers.16.input_layernorm,RELEASE,613987.209,613987.209,,
1655,param_4843_4844,WEIGHT,8.000,model.layers.16.input_layernorm,RELEASE,614011.950,614011.950,,
1657,param_4847_4848,WEIGHT,32768.000,model.layers.16.self_attn.q_proj,RELEASE,615358.222,615358.222,,
1664,param_4867_4868,WEIGHT,8192.000,model.layers.16.self_attn.k_proj,RELEASE,615725.706,615725.706,,
1671,param_4887_4888,WEIGHT,8192.000,model.layers.16.self_attn.v_proj,RELEASE,616080.734,616080.734,,
1715,param_5015_5016,WEIGHT,32768.000,model.layers.16.self_attn.o_proj,RELEASE,617753.654,617753.654,,
1723,param_5042_5043,WEIGHT,4.000,model.layers.16.post_attention_layernorm,RELEASE,617811.175,617811.175,,
1728,param_5055_5056,WEIGHT,8.000,model.layers.16.post_attention_layernorm,RELEASE,617817.767,617817.767,,
1730,param_5059_5060,WEIGHT,114688.000,model.layers.16.mlp.gate_proj,RELEASE,622517.793,622517.793,,
1736,param_5076_5077,WEIGHT,114688.000,model.layers.16.mlp.up_proj,RELEASE,627087.521,627087.521,,
1742,param_5094_5095,WEIGHT,114688.000,model.layers.16.mlp.down_proj,RELEASE,631676.353,631676.353,,
1751,param_5122_5123,WEIGHT,4.000,model.layers.17.input_layernorm,RELEASE,631685.921,631685.921,,
1756,param_5135_5136,WEIGHT,8.000,model.layers.17.input_layernorm,RELEASE,631692.641,631692.641,,
1758,param_5139_5140,WEIGHT,32768.000,model.layers.17.self_attn.q_proj,RELEASE,632950.791,632950.791,,
1765,param_5159_5160,WEIGHT,8192.000,model.layers.17.self_attn.k_proj,RELEASE,633309.902,633309.902,,
1772,param_5179_5180,WEIGHT,8192.000,model.layers.17.self_attn.v_proj,RELEASE,633666.609,633666.609,,
1816,param_5308_5309,WEIGHT,32768.000,model.layers.17.self_attn.o_proj,RELEASE,635318.336,635318.336,,
1824,param_5335_5336,WEIGHT,4.000,model.layers.17.post_attention_layernorm,RELEASE,635366.111,635366.111,,
1829,param_5348_5349,WEIGHT,8.000,model.layers.17.post_attention_layernorm,RELEASE,635402.278,635402.278,,
1831,param_5352_5353,WEIGHT,114688.000,model.layers.17.mlp.gate_proj,RELEASE,640112.839,640112.839,,
1837,param_5370_5371,WEIGHT,114688.000,model.layers.17.mlp.up_proj,RELEASE,644834.153,644834.153,,
1843,param_5388_5389,WEIGHT,114688.000,model.layers.17.mlp.down_proj,RELEASE,649556.576,649556.576,,
1852,param_5416_5417,WEIGHT,4.000,model.layers.18.input_layernorm,RELEASE,649620.037,649620.037,,
1857,param_5429_5430,WEIGHT,8.000,model.layers.18.input_layernorm,RELEASE,649645.399,649645.399,,
1859,param_5433_5434,WEIGHT,32768.000,model.layers.18.self_attn.q_proj,RELEASE,650991.096,650991.096,,
1866,param_5453_5454,WEIGHT,8192.000,model.layers.18.self_attn.k_proj,RELEASE,651349.211,651349.211,,
1873,param_5473_5474,WEIGHT,8192.000,model.layers.18.self_attn.v_proj,RELEASE,651711.712,651711.712,,
1917,param_5600_5601,WEIGHT,32768.000,model.layers.18.self_attn.o_proj,RELEASE,653363.004,653363.004,,
1925,param_5627_5628,WEIGHT,4.000,model.layers.18.post_attention_layernorm,RELEASE,653441.250,653441.250,,
1930,param_5640_5641,WEIGHT,8.000,model.layers.18.post_attention_layernorm,RELEASE,653466.844,653466.844,,
1932,param_5644_5645,WEIGHT,114688.000,model.layers.18.mlp.gate_proj,RELEASE,658177.213,658177.213,,
1938,param_5661_5662,WEIGHT,114688.000,model.layers.18.mlp.up_proj,RELEASE,662900.978,662900.978,,
1944,param_5678_5679,WEIGHT,114688.000,model.layers.18.mlp.down_proj,RELEASE,667493.603,667493.603,,
1953,param_5706_5707,WEIGHT,4.000,model.layers.19.input_layernorm,RELEASE,667556.224,667556.224,,
1958,param_5719_5720,WEIGHT,8.000,model.layers.19.input_layernorm,RELEASE,667581.723,667581.723,,
1960,param_5723_5724,WEIGHT,32768.000,model.layers.19.self_attn.q_proj,RELEASE,668927.931,668927.931,,
1967,param_5743_5744,WEIGHT,8192.000,model.layers.19.self_attn.k_proj,RELEASE,669294.791,669294.791,,
1974,param_5763_5764,WEIGHT,8192.000,model.layers.19.self_attn.v_proj,RELEASE,669659.405,669659.405,,
2018,param_5891_5892,WEIGHT,32768.000,model.layers.19.self_attn.o_proj,RELEASE,671344.199,671344.199,,
2026,param_5918_5919,WEIGHT,4.000,model.layers.19.post_attention_layernorm,RELEASE,671450.188,671450.188,,
2031,param_5931_5932,WEIGHT,8.000,model.layers.19.post_attention_layernorm,RELEASE,671456.971,671456.971,,
2033,param_5935_5936,WEIGHT,114688.000,model.layers.19.mlp.gate_proj,RELEASE,685241.672,685241.672,,
2039,param_5952_5953,WEIGHT,114688.000,model.layers.19.mlp.up_proj,RELEASE,685369.417,685369.417,,
2045,param_5970_5971,WEIGHT,114688.000,model.layers.19.mlp.down_proj,RELEASE,685497.834,685497.834,,
2054,param_5998_5999,WEIGHT,4.000,model.layers.20.input_layernorm,RELEASE,685507.306,685507.306,,
2059,param_6011_6012,WEIGHT,8.000,model.layers.20.input_layernorm,RELEASE,685514.506,685514.506,,
2061,param_6015_6016,WEIGHT,32768.000,model.layers.20.self_attn.q_proj,RELEASE,687187.891,687187.891,,
2068,param_6035_6036,WEIGHT,8192.000,model.layers.20.self_attn.k_proj,RELEASE,687199.988,687199.988,,
2075,param_6055_6056,WEIGHT,8192.000,model.layers.20.self_attn.v_proj,RELEASE,687211.988,687211.988,,
2119,param_6184_6185,WEIGHT,32768.000,model.layers.20.self_attn.o_proj,RELEASE,688782.389,688782.389,,
2127,param_6211_6212,WEIGHT,4.000,model.layers.20.post_attention_layernorm,RELEASE,688831.695,688831.695,,
2127,param_6211_6212,WEIGHT,4.000,model.layers.20.post_attention_layernorm,RELEASE,688831.695,688831.695,,
2132,param_6224_6225,WEIGHT,8.000,model.layers.20.post_attention_layernorm,RELEASE,688856.701,688856.701,,
2134,param_6228_6229,WEIGHT,114688.000,model.layers.20.mlp.gate_proj,RELEASE,693567.997,693567.997,,
2140,param_6246_6247,WEIGHT,114688.000,model.layers.20.mlp.up_proj,RELEASE,698290.086,698290.086,,
2146,param_6264_6265,WEIGHT,114688.000,model.layers.20.mlp.down_proj,RELEASE,703015.125,703015.125,,
2155,param_6292_6293,WEIGHT,4.000,model.layers.21.input_layernorm,RELEASE,703069.289,703069.289,,
2155,param_6292_6293,WEIGHT,4.000,model.layers.21.input_layernorm,RELEASE,703069.289,703069.289,,
2160,param_6305_6306,WEIGHT,8.000,model.layers.21.input_layernorm,RELEASE,703097.293,703097.293,,
2162,param_6309_6310,WEIGHT,32768.000,model.layers.21.self_attn.q_proj,RELEASE,704443.469,704443.469,,
2169,param_6329_6330,WEIGHT,8192.000,model.layers.21.self_attn.k_proj,RELEASE,704810.715,704810.715,,
2176,param_6349_6350,WEIGHT,8192.000,model.layers.21.self_attn.v_proj,RELEASE,705168.002,705168.002,,
2220,param_6476_6477,WEIGHT,32768.000,model.layers.21.self_attn.o_proj,RELEASE,706818.935,706818.935,,
2228,param_6503_6504,WEIGHT,4.000,model.layers.21.post_attention_layernorm,RELEASE,706882.777,706882.777,,
2233,param_6516_6517,WEIGHT,8.000,model.layers.21.post_attention_layernorm,RELEASE,706909.507,706909.507,,
2235,param_6520_6521,WEIGHT,114688.000,model.layers.21.mlp.gate_proj,RELEASE,711620.644,711620.644,,
2241,param_6537_6538,WEIGHT,114688.000,model.layers.21.mlp.up_proj,RELEASE,716346.201,716346.201,,
2247,param_6554_6555,WEIGHT,114688.000,model.layers.21.mlp.down_proj,RELEASE,721068.912,721068.912,,
2256,param_6582_6583,WEIGHT,4.000,model.layers.22.input_layernorm,RELEASE,721121.655,721121.655,,
2261,param_6595_6596,WEIGHT,8.000,model.layers.22.input_layernorm,RELEASE,721158.624,721158.624,,
2263,param_6599_6600,WEIGHT,32768.000,model.layers.22.self_attn.q_proj,RELEASE,722504.384,722504.384,,
2270,param_6619_6620,WEIGHT,8192.000,model.layers.22.self_attn.k_proj,RELEASE,722859.723,722859.723,,
2277,param_6639_6640,WEIGHT,8192.000,model.layers.22.self_attn.v_proj,RELEASE,723213.247,723213.247,,
2321,param_6767_6768,WEIGHT,32768.000,model.layers.22.self_attn.o_proj,RELEASE,724871.262,724871.262,,
2329,param_6794_6795,WEIGHT,4.000,model.layers.22.post_attention_layernorm,RELEASE,724923.664,724923.664,,
2334,param_6807_6808,WEIGHT,8.000,model.layers.22.post_attention_layernorm,RELEASE,724960.478,724960.478,,
2336,param_6811_6812,WEIGHT,114688.000,model.layers.22.mlp.gate_proj,RELEASE,729671.647,729671.647,,
2342,param_6828_6829,WEIGHT,114688.000,model.layers.22.mlp.up_proj,RELEASE,734392.966,734392.966,,
2348,param_6846_6847,WEIGHT,114688.000,model.layers.22.mlp.down_proj,RELEASE,739116.952,739116.952,,
2357,param_6874_6875,WEIGHT,4.000,model.layers.23.input_layernorm,RELEASE,739178.579,739178.579,,
2357,param_6874_6875,WEIGHT,4.000,model.layers.23.input_layernorm,RELEASE,739178.579,739178.579,,
2362,param_6887_6888,WEIGHT,8.000,model.layers.23.input_layernorm,RELEASE,739204.863,739204.863,,
2364,param_6891_6892,WEIGHT,32768.000,model.layers.23.self_attn.q_proj,RELEASE,740550.495,740550.495,,
2371,param_6911_6912,WEIGHT,8192.000,model.layers.23.self_attn.k_proj,RELEASE,740906.343,740906.343,,
2378,param_6931_6932,WEIGHT,8192.000,model.layers.23.self_attn.v_proj,RELEASE,741273.116,741273.116,,
2422,param_7060_7061,WEIGHT,32768.000,model.layers.23.self_attn.o_proj,RELEASE,742936.680,742936.680,,
2430,param_7087_7088,WEIGHT,4.000,model.layers.23.post_attention_layernorm,RELEASE,743006.038,743006.038,,
2435,param_7100_7101,WEIGHT,8.000,model.layers.23.post_attention_layernorm,RELEASE,743033.721,743033.721,,
2437,param_7104_7105,WEIGHT,114688.000,model.layers.23.mlp.gate_proj,RELEASE,747746.010,747746.010,,
2443,param_7122_7123,WEIGHT,114688.000,model.layers.23.mlp.up_proj,RELEASE,752469.043,752469.043,,
2449,param_7140_7141,WEIGHT,114688.000,model.layers.23.mlp.down_proj,RELEASE,757190.884,757190.884,,
2458,param_7168_7169,WEIGHT,4.000,model.layers.24.input_layernorm,RELEASE,757251.048,757251.048,,
2463,param_7181_7182,WEIGHT,8.000,model.layers.24.input_layernorm,RELEASE,757276.716,757276.716,,
2465,param_7185_7186,WEIGHT,32768.000,model.layers.24.self_attn.q_proj,RELEASE,758622.924,758622.924,,
2472,param_7205_7206,WEIGHT,8192.000,model.layers.24.self_attn.k_proj,RELEASE,758993.962,758993.962,,
2479,param_7225_7226,WEIGHT,8192.000,model.layers.24.self_attn.v_proj,RELEASE,759358.181,759358.181,,
2523,param_7352_7353,WEIGHT,32768.000,model.layers.24.self_attn.o_proj,RELEASE,761044.240,761044.240,,
2531,param_7379_7380,WEIGHT,4.000,model.layers.24.post_attention_layernorm,RELEASE,761104.459,761104.459,,
2536,param_7392_7393,WEIGHT,8.000,model.layers.24.post_attention_layernorm,RELEASE,761131.178,761131.178,,
2538,param_7396_7397,WEIGHT,114688.000,model.layers.24.mlp.gate_proj,RELEASE,765841.514,765841.514,,
2544,param_7413_7414,WEIGHT,114688.000,model.layers.24.mlp.up_proj,RELEASE,770564.046,770564.046,,
2550,param_7430_7431,WEIGHT,114688.000,model.layers.24.mlp.down_proj,RELEASE,775285.970,775285.970,,
2559,param_7458_7459,WEIGHT,4.000,model.layers.25.input_layernorm,RELEASE,775338.357,775338.357,,
2559,param_7458_7459,WEIGHT,4.000,model.layers.25.input_layernorm,RELEASE,775338.357,775338.357,,
2564,param_7471_7472,WEIGHT,8.000,model.layers.25.input_layernorm,RELEASE,775363.843,775363.843,,
2566,param_7475_7476,WEIGHT,32768.000,model.layers.25.self_attn.q_proj,RELEASE,776710.083,776710.083,,
2573,param_7495_7496,WEIGHT,8192.000,model.layers.25.self_attn.k_proj,RELEASE,777070.187,777070.187,,
2580,param_7515_7516,WEIGHT,8192.000,model.layers.25.self_attn.v_proj,RELEASE,777435.317,777435.317,,
2624,param_7643_7644,WEIGHT,32768.000,model.layers.25.self_attn.o_proj,RELEASE,779168.431,779168.431,,
2632,param_7670_7671,WEIGHT,4.000,model.layers.25.post_attention_layernorm,RELEASE,779243.450,779243.450,,
2632,param_7670_7671,WEIGHT,4.000,model.layers.25.post_attention_layernorm,RELEASE,779243.450,779243.450,,
2637,param_7683_7684,WEIGHT,8.000,model.layers.25.post_attention_layernorm,RELEASE,779274.726,779274.726,,
2639,param_7687_7688,WEIGHT,114688.000,model.layers.25.mlp.gate_proj,RELEASE,783985.607,783985.607,,
2645,param_7704_7705,WEIGHT,114688.000,model.layers.25.mlp.up_proj,RELEASE,788708.289,788708.289,,
2651,param_7722_7723,WEIGHT,114688.000,model.layers.25.mlp.down_proj,RELEASE,793432.877,793432.877,,
2660,param_7750_7751,WEIGHT,4.000,model.layers.26.input_layernorm,RELEASE,793487.535,793487.535,,
2665,param_7763_7764,WEIGHT,8.000,model.layers.26.input_layernorm,RELEASE,793515.523,793515.523,,
2667,param_7767_7768,WEIGHT,32768.000,model.layers.26.self_attn.q_proj,RELEASE,794861.540,794861.540,,
2674,param_7787_7788,WEIGHT,8192.000,model.layers.26.self_attn.k_proj,RELEASE,795226.561,795226.561,,
2681,param_7807_7808,WEIGHT,8192.000,model.layers.26.self_attn.v_proj,RELEASE,795584.345,795584.345,,
2725,param_7936_7937,WEIGHT,32768.000,model.layers.26.self_attn.o_proj,RELEASE,797239.893,797239.893,,
2733,param_7963_7964,WEIGHT,4.000,model.layers.26.post_attention_layernorm,RELEASE,797302.181,797302.181,,
2738,param_7976_7977,WEIGHT,8.000,model.layers.26.post_attention_layernorm,RELEASE,797348.986,797348.986,,
2740,param_7980_7981,WEIGHT,114688.000,model.layers.26.mlp.gate_proj,RELEASE,802059.227,802059.227,,
2746,param_7998_7999,WEIGHT,114688.000,model.layers.26.mlp.up_proj,RELEASE,806783.252,806783.252,,
2752,param_8016_8017,WEIGHT,114688.000,model.layers.26.mlp.down_proj,RELEASE,811507.759,811507.759,,
2761,param_8044_8045,WEIGHT,4.000,model.layers.27.input_layernorm,RELEASE,811564.388,811564.388,,
2761,param_8044_8045,WEIGHT,4.000,model.layers.27.input_layernorm,RELEASE,811564.388,811564.388,,
2766,param_8057_8058,WEIGHT,8.000,model.layers.27.input_layernorm,RELEASE,811621.777,811621.777,,
2768,param_8061_8062,WEIGHT,32768.000,model.layers.27.self_attn.q_proj,RELEASE,812967.314,812967.314,,
2775,param_8081_8082,WEIGHT,8192.000,model.layers.27.self_attn.k_proj,RELEASE,813329.066,813329.066,,
2782,param_8101_8102,WEIGHT,8192.000,model.layers.27.self_attn.v_proj,RELEASE,813687.282,813687.282,,
2826,param_8228_8229,WEIGHT,32768.000,model.layers.27.self_attn.o_proj,RELEASE,815339.460,815339.460,,
2834,param_8255_8256,WEIGHT,4.000,model.layers.27.post_attention_layernorm,RELEASE,815397.346,815397.346,,
2834,param_8255_8256,WEIGHT,4.000,model.layers.27.post_attention_layernorm,RELEASE,815397.346,815397.346,,
2839,param_8268_8269,WEIGHT,8.000,model.layers.27.post_attention_layernorm,RELEASE,815452.546,815452.546,,
2841,param_8272_8273,WEIGHT,114688.000,model.layers.27.mlp.gate_proj,RELEASE,820162.692,820162.692,,
2847,param_8289_8290,WEIGHT,114688.000,model.layers.27.mlp.up_proj,RELEASE,824888.592,824888.592,,
2853,param_8306_8307,WEIGHT,114688.000,model.layers.27.mlp.down_proj,RELEASE,829611.347,829611.347,,
2862,param_8334_8335,WEIGHT,4.000,model.layers.28.input_layernorm,RELEASE,829683.570,829683.570,,
2862,param_8334_8335,WEIGHT,4.000,model.layers.28.input_layernorm,RELEASE,829683.570,829683.570,,
2867,param_8347_8348,WEIGHT,8.000,model.layers.28.input_layernorm,RELEASE,829708.156,829708.156,,
2869,param_8351_8352,WEIGHT,32768.000,model.layers.28.self_attn.q_proj,RELEASE,831054.556,831054.556,,
2876,param_8371_8372,WEIGHT,8192.000,model.layers.28.self_attn.k_proj,RELEASE,831418.922,831418.922,,
2883,param_8391_8392,WEIGHT,8192.000,model.layers.28.self_attn.v_proj,RELEASE,831792.786,831792.786,,
2927,param_8519_8520,WEIGHT,32768.000,model.layers.28.self_attn.o_proj,RELEASE,833553.480,833553.480,,
2935,param_8546_8547,WEIGHT,4.000,model.layers.28.post_attention_layernorm,RELEASE,833617.328,833617.328,,
2940,param_8559_8560,WEIGHT,8.000,model.layers.28.post_attention_layernorm,RELEASE,833624.079,833624.079,,
2942,param_8563_8564,WEIGHT,114688.000,model.layers.28.mlp.gate_proj,RELEASE,838327.777,838327.777,,
2948,param_8580_8581,WEIGHT,114688.000,model.layers.28.mlp.up_proj,RELEASE,842899.812,842899.812,,
2954,param_8598_8599,WEIGHT,114688.000,model.layers.28.mlp.down_proj,RELEASE,847489.860,847489.860,,
2963,param_8626_8627,WEIGHT,4.000,model.layers.29.input_layernorm,RELEASE,847802.931,847802.931,,
2968,param_8639_8640,WEIGHT,8.000,model.layers.29.input_layernorm,RELEASE,847810.323,847810.323,,
2970,param_8643_8644,WEIGHT,32768.000,model.layers.29.self_attn.q_proj,RELEASE,849582.263,849582.263,,
2977,param_8663_8664,WEIGHT,8192.000,model.layers.29.self_attn.k_proj,RELEASE,849594.295,849594.295,,
2984,param_8683_8684,WEIGHT,8192.000,model.layers.29.self_attn.v_proj,RELEASE,849606.999,849606.999,,
3028,param_8812_8813,WEIGHT,32768.000,model.layers.29.self_attn.o_proj,RELEASE,851250.920,851250.920,,
3036,param_8839_8840,WEIGHT,4.000,model.layers.29.post_attention_layernorm,RELEASE,851319.785,851319.785,,
3036,param_8839_8840,WEIGHT,4.000,model.layers.29.post_attention_layernorm,RELEASE,851319.785,851319.785,,
3041,param_8852_8853,WEIGHT,8.000,model.layers.29.post_attention_layernorm,RELEASE,851347.127,851347.127,,
3043,param_8856_8857,WEIGHT,114688.000,model.layers.29.mlp.gate_proj,RELEASE,856086.648,856086.648,,
3049,param_8874_8875,WEIGHT,114688.000,model.layers.29.mlp.up_proj,RELEASE,860817.435,860817.435,,
3055,param_8892_8893,WEIGHT,114688.000,model.layers.29.mlp.down_proj,RELEASE,865543.511,865543.511,,
3064,param_8920_8921,WEIGHT,4.000,model.layers.30.input_layernorm,RELEASE,865614.476,865614.476,,
3064,param_8920_8921,WEIGHT,4.000,model.layers.30.input_layernorm,RELEASE,865614.476,865614.476,,
3069,param_8933_8934,WEIGHT,8.000,model.layers.30.input_layernorm,RELEASE,865643.812,865643.812,,
3071,param_8937_8938,WEIGHT,32768.000,model.layers.30.self_attn.q_proj,RELEASE,866989.956,866989.956,,
3078,param_8957_8958,WEIGHT,8192.000,model.layers.30.self_attn.k_proj,RELEASE,867351.312,867351.312,,
3085,param_8977_8978,WEIGHT,8192.000,model.layers.30.self_attn.v_proj,RELEASE,867713.305,867713.305,,
3129,param_9104_9105,WEIGHT,32768.000,model.layers.30.self_attn.o_proj,RELEASE,869422.570,869422.570,,
3137,param_9131_9132,WEIGHT,4.000,model.layers.30.post_attention_layernorm,RELEASE,869490.272,869490.272,,
3137,param_9131_9132,WEIGHT,4.000,model.layers.30.post_attention_layernorm,RELEASE,869490.272,869490.272,,
3142,param_9144_9145,WEIGHT,8.000,model.layers.30.post_attention_layernorm,RELEASE,869520.291,869520.291,,
3144,param_9148_9149,WEIGHT,114688.000,model.layers.30.mlp.gate_proj,RELEASE,874258.276,874258.276,,
3150,param_9165_9166,WEIGHT,114688.000,model.layers.30.mlp.up_proj,RELEASE,878980.501,878980.501,,
3156,param_9182_9183,WEIGHT,114688.000,model.layers.30.mlp.down_proj,RELEASE,884890.453,884890.453,,
3165,param_9210_9211,WEIGHT,4.000,model.layers.31.input_layernorm,RELEASE,884899.860,884899.860,,
3170,param_9223_9224,WEIGHT,8.000,model.layers.31.input_layernorm,RELEASE,884906.516,884906.516,,
3172,param_9227_9228,WEIGHT,32768.000,model.layers.31.self_attn.q_proj,RELEASE,884996.335,884996.335,,
3179,param_9247_9248,WEIGHT,8192.000,model.layers.31.self_attn.k_proj,RELEASE,885286.546,885286.546,,
3186,param_9267_9268,WEIGHT,8192.000,model.layers.31.self_attn.v_proj,RELEASE,885641.830,885641.830,,
3230,param_9395_9396,WEIGHT,32768.000,model.layers.31.self_attn.o_proj,RELEASE,887306.821,887306.821,,
3238,param_9422_9423,WEIGHT,4.000,model.layers.31.post_attention_layernorm,RELEASE,887371.230,887371.230,,
3243,param_9435_9436,WEIGHT,8.000,model.layers.31.post_attention_layernorm,RELEASE,887396.408,887396.408,,
3245,param_9439_9440,WEIGHT,114688.000,model.layers.31.mlp.gate_proj,RELEASE,892129.208,892129.208,,
3251,param_9456_9457,WEIGHT,114688.000,model.layers.31.mlp.up_proj,RELEASE,896851.918,896851.918,,
3257,param_9474_9475,WEIGHT,114688.000,model.layers.31.mlp.down_proj,RELEASE,901442.383,901442.383,,
3266,param_9502_9503,WEIGHT,4.000,model.norm,RELEASE,901493.243,901493.243,,
3271,param_9515_9516,WEIGHT,8.000,model.norm,RELEASE,901529.292,901529.292,,
3274,param_9521_9522,WEIGHT,1026048.000,lm_head,RELEASE,943673.574,943673.574,,
