event_index,id,name,overload_name,trace_name,start_us,end_us,duration_us,self_cpu_time_total_us,cpu_time_total_us,self_device_time_total_us,device_time_total_us,thread,fwd_thread,device_type,device_index,device_resource_id,node_id,sequence_nr,scope,depth,cpu_parent_id,cpu_children,kernel_count,kernel_names,kernel_durations_us,is_async,is_remote,is_legacy,is_user_annotation,flops,cpu_memory_usage,self_cpu_memory_usage,device_memory_usage,self_device_memory_usage,input_shapes,concrete_inputs,kwinputs,stack,metadata_json
12794,6089,ws_launch:3:1043,,ws_launch:3:1043,1904163.229,1904181.117,17.88800000003539,0,0,17.88800000003539,17.88800000003539,1,0,CUDA,0,7,-1,-1,0,0,,0,0,[],[],False,False,False,True,0,0,0,0,0,[],[],{},[],
12795,6091,ws_launch:3:1044,,ws_launch:3:1044,1905201.288,1907771.145,2569.8570000000764,1208.1679999998305,2569.8570000000764,0.0,35.967999999877065,1,0,CPU,4140351,4140351,-1,-1,7,3,1818,3,0,[],[],False,False,False,True,0,0,0,0,0,[],[],{},[],
12796,6092,aten::mm,,aten::mm,1906177.657,1907403.056,1225.3990000002086,1204.4690000002738,1225.3990000002086,17.983999999938533,17.983999999938533,1,0,CPU,4140351,4140351,-1,-1,0,4,6091,2,1,"[""ampere_fp16_s16816gemm_fp16_64x64_sliced1x2_ldg8_f2f_stages_64x6_tn""]",[17.983999999938533],False,False,False,False,0,0,0,0,0,"[[256,1280],[1280,1280],[256,1280]]","[null,null,null]",{},[],
12797,42906,cudaOccupancyMaxActiveBlocksPerMultiprocessor,,cudaOccupancyMaxActiveBlocksPerMultiprocessor,1907353.526,1907355.806,2.2800000000279397,2.2800000000279397,2.2800000000279397,0,0,1,0,CPU,4140351,4140351,-1,-1,0,5,6092,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
12798,42907,cudaLaunchKernel,,cudaLaunchKernel,1907357.206,1907375.856,18.649999999906868,18.649999999906868,18.649999999906868,0,0,1,0,CPU,4140351,4140351,-1,-1,0,5,6092,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
12799,6092,Buffer Flush,,Buffer Flush,1907359.126,1907470.676,111.55000000004657,111.55000000004657,111.55000000004657,17.983999999938533,17.983999999938533,1,0,CPU,-1,0,-1,-1,0,4,6091,0,1,"[""ampere_fp16_s16816gemm_fp16_64x64_sliced1x2_ldg8_f2f_stages_64x6_tn""]",[17.983999999938533],False,False,False,False,0,0,0,0,0,[],[],{},[],
12800,42907,ampere_fp16_s16816gemm_fp16_64x64_sliced1x2_ldg8_f2f_stages_64x6_tn,,ampere_fp16_s16816gemm_fp16_64x64_sliced1x2_ldg8_f2f_stages_64x6_tn,1907372.274,1907390.258,17.983999999938533,0,0,17.983999999938533,17.983999999938533,1,0,CUDA,0,7,-1,-1,0,0,,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
12801,6091,ws_launch:3:1044,,ws_launch:3:1044,1907372.274,1907390.258,17.983999999938533,0,0,17.983999999938533,17.983999999938533,1,0,CUDA,0,7,-1,-1,0,0,,0,0,[],[],False,False,False,True,0,0,0,0,0,[],[],{},[],
12802,0,Buffer Flush,,Buffer Flush,1907615.325,1907640.065,24.739999999990687,24.739999999990687,24.739999999990687,0,0,1,0,CPU,-1,0,-1,-1,0,4,6091,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
12803,6093,ws_launch:3:1045,,ws_launch:3:1045,1908756.414,1910494.833,1738.4189999999944,1328.9890000000596,1738.4189999999944,0.0,17.88800000003539,1,0,CPU,4140351,4140351,-1,-1,7,3,1818,1,0,[],[],False,False,False,True,0,0,0,0,0,[],[],{},[],
12804,6094,aten::mm,,aten::mm,1909737.223,1910146.653,409.4299999999348,391.7699999997858,409.4299999999348,17.88800000003539,17.88800000003539,1,0,CPU,4140351,4140351,-1,-1,0,4,6093,2,1,"[""ampere_fp16_s16816gemm_fp16_64x64_sliced1x2_ldg8_f2f_stages_64x6_tn""]",[17.88800000003539],False,False,False,False,0,0,0,0,0,"[[256,1280],[1280,1280],[256,1280]]","[null,null,null]",{},[],
12805,42939,cudaOccupancyMaxActiveBlocksPerMultiprocessor,,cudaOccupancyMaxActiveBlocksPerMultiprocessor,1909771.303,1909773.533,2.2299999999813735,2.2299999999813735,2.2299999999813735,0,0,1,0,CPU,4140351,4140351,-1,-1,0,5,6094,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
12806,42940,cudaLaunchKernel,,cudaLaunchKernel,1909774.613,1909790.043,15.430000000167638,15.430000000167638,15.430000000167638,0,0,1,0,CPU,4140351,4140351,-1,-1,0,5,6094,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
